"name","city","income","credit_score","loan_amount","years_employed","points","loan_approved","credit_category","employment_level","loan_to_income","debt_burden_category","high_loan"
"Christopher Soto","Port Brandi",47781,753,43078,26,60,TRUE,"Excellent","Senior (26+ yrs)",0.901571754463071,"High (≥40%)",TRUE
"Amber Richardson","Josephfort",80940,751,30012,38,80,TRUE,"Excellent","Senior (26+ yrs)",0.370793180133432,"Moderate (20-40%)",FALSE
"Christopher Klein","Mcclurefurt",89459,721,45000,8,60,TRUE,"Good","Entry (0-10 yrs)",0.503023731541824,"High (≥40%)",TRUE
"Haley Peters","Lake Moniquefort",78629,693,4125,10,80,TRUE,"Good","Entry (0-10 yrs)",0.0524615599842297,"Low (<20%)",FALSE
"Tara Jones","Andrewhaven",117881,846,18222,4,85,TRUE,"Excellent","Entry (0-10 yrs)",0.154579618428754,"Low (<20%)",FALSE
"Christina Chavez","East Stephaniemouth",127404,666,47852,10,65,TRUE,"Fair","Entry (0-10 yrs)",0.375592603057989,"Moderate (20-40%)",TRUE
"Thomas Morales","Stephensland",121289,775,1697,13,95,TRUE,"Excellent","Mid (11-25 yrs)",0.0139913759697912,"Low (<20%)",FALSE
"Stephanie Martin","North Carrietown",100804,688,8380,14,85,TRUE,"Good","Mid (11-25 yrs)",0.0831316217610412,"Low (<20%)",FALSE
"Cynthia Palmer","Davidfort",84935,653,25640,7,55,FALSE,"Fair","Entry (0-10 yrs)",0.301877906634485,"Moderate (20-40%)",FALSE
"Jermaine Vance","Kurtshire",106983,350,48578,10,45,FALSE,"Poor","Entry (0-10 yrs)",0.454072142302983,"High (≥40%)",TRUE
"Erica Thomas","Carterton",127290,396,29256,17,55,FALSE,"Poor","Mid (11-25 yrs)",0.229837379212821,"Moderate (20-40%)",FALSE
"Sandra Ross","East Rebeccafort",125236,825,12161,11,100,TRUE,"Excellent","Mid (11-25 yrs)",0.0971046663898559,"Low (<20%)",FALSE
"Roy Fowler","Shannonshire",50253,849,12953,6,75,TRUE,"Excellent","Entry (0-10 yrs)",0.257755755875271,"Moderate (20-40%)",FALSE
"Debbie Arias","Jacksonside",146052,648,49139,31,65,TRUE,"Fair","Senior (26+ yrs)",0.336448662120341,"Moderate (20-40%)",TRUE
"Melissa Kim","Delacruzbury",84379,548,8535,32,50,FALSE,"Poor","Senior (26+ yrs)",0.101150760260254,"Low (<20%)",FALSE
"Michael Flores","West Jeremymouth",115841,323,33297,37,50,FALSE,"Poor","Senior (26+ yrs)",0.28743709049473,"Moderate (20-40%)",FALSE
"Mallory Powell","South Timothyton",42978,712,33536,15,50,FALSE,"Good","Mid (11-25 yrs)",0.780306203173717,"High (≥40%)",FALSE
"Kelly Aguirre","West Kathyfurt",139273,447,6528,10,60,TRUE,"Poor","Entry (0-10 yrs)",0.0468719708773416,"Low (<20%)",FALSE
"Mark Murphy","North Victoria",94139,674,1972,21,80,TRUE,"Good","Mid (11-25 yrs)",0.0209477474797905,"Low (<20%)",FALSE
"Jillian Garcia","Richardberg",110694,374,35264,11,50,FALSE,"Poor","Mid (11-25 yrs)",0.318571918983865,"Moderate (20-40%)",FALSE
"Kenneth Murphy","Novakton",83492,847,45686,17,80,TRUE,"Excellent","Mid (11-25 yrs)",0.547190149954487,"High (≥40%)",TRUE
"Marcus Weaver","East Davidton",66666,638,3222,38,65,TRUE,"Fair","Senior (26+ yrs)",0.048330483304833,"Low (<20%)",FALSE
"Crystal Wilkinson","Proctorview",34288,819,20127,8,60,TRUE,"Excellent","Entry (0-10 yrs)",0.586998366775548,"High (≥40%)",FALSE
"Larry Mathis","Lake Christopherstad",120476,762,42029,34,85,TRUE,"Excellent","Senior (26+ yrs)",0.348857863806899,"Moderate (20-40%)",TRUE
"Tonya Potter","Lake Dianaland",78566,665,12733,15,65,TRUE,"Fair","Mid (11-25 yrs)",0.162067561031489,"Low (<20%)",FALSE
"Jennifer Myers","New Kayla",58477,491,2718,39,50,FALSE,"Poor","Senior (26+ yrs)",0.0464798125758845,"Low (<20%)",FALSE
"James Miller","Lake Courtneymouth",88115,806,41005,34,80,TRUE,"Excellent","Senior (26+ yrs)",0.465357771094592,"High (≥40%)",TRUE
"Joshua Vincent MD","Wagnerberg",88287,432,21979,33,50,FALSE,"Poor","Senior (26+ yrs)",0.248949448956245,"Moderate (20-40%)",FALSE
"Kathleen Brady","Erintown",60947,708,43175,11,60,TRUE,"Good","Mid (11-25 yrs)",0.708402382397821,"High (≥40%)",TRUE
"Rebecca Wood","Nicolestad",142125,699,25965,39,80,TRUE,"Good","Senior (26+ yrs)",0.182691292875989,"Low (<20%)",FALSE
"Jesus Johnson","East Joshuaside",77537,480,49920,21,40,FALSE,"Poor","Mid (11-25 yrs)",0.643821659336833,"High (≥40%)",TRUE
"Debra White","Murrayfurt",43022,500,10198,22,35,FALSE,"Poor","Mid (11-25 yrs)",0.237041513644182,"Moderate (20-40%)",FALSE
"Lisa Lopez","Lake Stephanie",119873,845,49454,36,85,TRUE,"Excellent","Senior (26+ yrs)",0.412553285560552,"High (≥40%)",TRUE
"Rachel Greer","Port Shelia",78147,405,23294,25,45,FALSE,"Poor","Mid (11-25 yrs)",0.298079260880136,"Moderate (20-40%)",FALSE
"Bobby Becker","Jacobmouth",101364,794,12658,21,90,TRUE,"Excellent","Mid (11-25 yrs)",0.124876682056746,"Low (<20%)",FALSE
"Wayne Jackson","Port Heather",148187,651,35717,38,70,TRUE,"Fair","Senior (26+ yrs)",0.241026540789678,"Moderate (20-40%)",FALSE
"Jacqueline Walker","New Jenniferstad",114518,674,2681,31,85,TRUE,"Good","Senior (26+ yrs)",0.0234111668034719,"Low (<20%)",FALSE
"Tina Herring","Alexismouth",77012,799,45571,18,75,TRUE,"Excellent","Mid (11-25 yrs)",0.591738949774061,"High (≥40%)",TRUE
"Courtney Lee","Lake Patriciashire",37936,376,8418,30,35,FALSE,"Poor","Senior (26+ yrs)",0.221900042176297,"Moderate (20-40%)",FALSE
"Carmen Gonzalez","Brandiview",82184,338,6636,23,55,FALSE,"Poor","Mid (11-25 yrs)",0.0807456439209579,"Low (<20%)",FALSE
"Gabriel Murphy","East Jessicastad",66160,519,28491,30,35,FALSE,"Poor","Senior (26+ yrs)",0.43063784764208,"High (≥40%)",FALSE
"Jillian Stewart","New Josephberg",54878,411,19578,5,35,FALSE,"Poor","Entry (0-10 yrs)",0.356754983782208,"Moderate (20-40%)",FALSE
"Hector Bryant","Lake Brittanyfort",46011,361,40653,8,20,FALSE,"Poor","Entry (0-10 yrs)",0.883549585968573,"High (≥40%)",TRUE
"Adriana Ward","Port Willie",141153,656,27358,10,70,TRUE,"Fair","Entry (0-10 yrs)",0.193818055585074,"Low (<20%)",FALSE
"Taylor Grant","Butlermouth",138028,818,28231,28,95,TRUE,"Excellent","Senior (26+ yrs)",0.204530964731794,"Moderate (20-40%)",FALSE
"Diana Huffman","South Janice",89600,822,23104,17,85,TRUE,"Excellent","Mid (11-25 yrs)",0.257857142857143,"Moderate (20-40%)",FALSE
"Gina Chapman","Lauramouth",42015,594,12650,32,45,FALSE,"Fair","Senior (26+ yrs)",0.301082946566702,"Moderate (20-40%)",FALSE
"Tyler Lozano","Port Heathermouth",116870,326,9921,0,45,FALSE,"Poor","Entry (0-10 yrs)",0.0848891931205613,"Low (<20%)",FALSE
"Amanda Solis","Danielleshire",57801,537,5767,15,50,FALSE,"Poor","Mid (11-25 yrs)",0.0997733603224858,"Low (<20%)",FALSE
"Shawn Ware","Port Markmouth",114109,370,14654,0,40,FALSE,"Poor","Entry (0-10 yrs)",0.128421071081159,"Low (<20%)",FALSE
"John Boyd","Petersburgh",113819,402,19606,19,55,FALSE,"Poor","Mid (11-25 yrs)",0.172255950236779,"Low (<20%)",FALSE
"Joseph Jensen","Willisfort",108269,447,33740,14,50,FALSE,"Poor","Mid (11-25 yrs)",0.311631214844508,"Moderate (20-40%)",FALSE
"Steven Mccormick","Dawnberg",32799,306,9502,23,30,FALSE,"Poor","Mid (11-25 yrs)",0.289703954388853,"Moderate (20-40%)",FALSE
"Victoria Padilla","Keithland",36629,838,15315,11,65,TRUE,"Excellent","Mid (11-25 yrs)",0.418111332550711,"High (≥40%)",FALSE
"Rhonda Rodriguez","East Mary",133126,429,14119,38,55,FALSE,"Poor","Senior (26+ yrs)",0.106057419286991,"Low (<20%)",FALSE
"Ryan Smith","Claireton",73713,686,49384,0,45,FALSE,"Good","Entry (0-10 yrs)",0.669949669664781,"High (≥40%)",TRUE
"Kelly Perry","Mooreside",61925,774,23610,1,60,TRUE,"Excellent","Entry (0-10 yrs)",0.381267662494954,"Moderate (20-40%)",FALSE
"Pamela Powell","Lake Stephenburgh",46505,658,32462,29,40,FALSE,"Fair","Senior (26+ yrs)",0.698032469626922,"High (≥40%)",FALSE
"Paul Cox","Timothyfurt",133150,458,38435,2,40,FALSE,"Poor","Entry (0-10 yrs)",0.288659406684191,"Moderate (20-40%)",FALSE
"Luke Dixon","Reyesside",104000,546,48812,6,40,FALSE,"Poor","Entry (0-10 yrs)",0.469346153846154,"High (≥40%)",TRUE
"Joshua White","Hornefort",56896,479,5149,29,50,FALSE,"Poor","Senior (26+ yrs)",0.0904984533183352,"Low (<20%)",FALSE
"Christina Cobb","New Diana",38992,490,2918,20,40,FALSE,"Poor","Mid (11-25 yrs)",0.0748358637669266,"Low (<20%)",FALSE
"Christopher Moses","Lake Robert",138765,475,7606,27,60,TRUE,"Poor","Senior (26+ yrs)",0.0548120923864087,"Low (<20%)",FALSE
"Mary Richards","Joelside",130290,447,16496,10,55,FALSE,"Poor","Entry (0-10 yrs)",0.126609870289355,"Low (<20%)",FALSE
"Jack Brandt","West Angela",102641,615,18483,26,70,TRUE,"Fair","Senior (26+ yrs)",0.180074239339056,"Low (<20%)",FALSE
"Nathaniel Ford","Robinsonfurt",57152,596,17196,1,40,FALSE,"Fair","Entry (0-10 yrs)",0.300881858902576,"Moderate (20-40%)",FALSE
"Debbie King","Carrville",106858,484,30283,38,50,FALSE,"Poor","Senior (26+ yrs)",0.283394785603324,"Moderate (20-40%)",FALSE
"Shannon Gonzales","New Grant",58305,371,11622,3,35,FALSE,"Poor","Entry (0-10 yrs)",0.19933110367893,"Low (<20%)",FALSE
"Melvin Carlson","Higginsborough",136568,802,47394,20,90,TRUE,"Excellent","Mid (11-25 yrs)",0.347035908851268,"Moderate (20-40%)",TRUE
"Trevor Bautista","East Edward",143992,400,9828,23,60,TRUE,"Poor","Mid (11-25 yrs)",0.0682537918773265,"Low (<20%)",FALSE
"Richard Roy","East Benjamin",60539,345,18387,35,40,FALSE,"Poor","Senior (26+ yrs)",0.303721567914898,"Moderate (20-40%)",FALSE
"Robert Parks MD","Baileyborough",73064,681,44735,32,60,TRUE,"Good","Senior (26+ yrs)",0.612271433263988,"High (≥40%)",TRUE
"David Nichols","Port Maryton",131498,506,2136,17,60,TRUE,"Poor","Mid (11-25 yrs)",0.0162435930584496,"Low (<20%)",FALSE
"Cynthia Hughes","Port Ashleyshire",49340,628,8174,29,50,FALSE,"Fair","Senior (26+ yrs)",0.165666801783543,"Low (<20%)",FALSE
"Russell Martin","Port Jessica",133369,395,2496,9,55,FALSE,"Poor","Entry (0-10 yrs)",0.0187149937391748,"Low (<20%)",FALSE
"Carol Mcintosh","Elizabethland",148034,610,14031,30,75,TRUE,"Fair","Senior (26+ yrs)",0.0947822797465447,"Low (<20%)",FALSE
"Sean Dixon","New Madelinetown",108116,725,31808,5,70,TRUE,"Good","Entry (0-10 yrs)",0.294202523215805,"Moderate (20-40%)",FALSE
"Kevin Davis","East Raymondberg",30371,455,8573,13,30,FALSE,"Poor","Mid (11-25 yrs)",0.282275855256659,"Moderate (20-40%)",FALSE
"Sean Bradshaw","Ortizberg",66342,354,8547,38,45,FALSE,"Poor","Senior (26+ yrs)",0.128832413855476,"Low (<20%)",FALSE
"Megan Wilson","Powellberg",142513,485,3742,7,55,FALSE,"Poor","Entry (0-10 yrs)",0.0262572537242216,"Low (<20%)",FALSE
"Amanda Taylor","Dorothyhaven",48964,748,17297,12,65,TRUE,"Excellent","Mid (11-25 yrs)",0.353259537619476,"Moderate (20-40%)",FALSE
"Nicole Lewis","Ashleychester",47038,689,23106,13,50,FALSE,"Good","Mid (11-25 yrs)",0.49121986479017,"High (≥40%)",FALSE
"Mary Gibson","Kimberlyville",100807,453,19484,11,55,FALSE,"Poor","Mid (11-25 yrs)",0.193280228555557,"Low (<20%)",FALSE
"Duane Clarke","Garrettberg",62853,645,1572,36,65,TRUE,"Fair","Senior (26+ yrs)",0.025010739344184,"Low (<20%)",FALSE
"Vicki Hernandez","Nicholastown",134662,498,46916,23,50,FALSE,"Poor","Mid (11-25 yrs)",0.348398211819221,"Moderate (20-40%)",TRUE
"Hannah James PhD","Port Sarahshire",52871,653,9401,37,60,TRUE,"Fair","Senior (26+ yrs)",0.177810141665563,"Low (<20%)",FALSE
"Alan Davis DVM","East Joshuachester",44408,667,37024,20,40,FALSE,"Fair","Mid (11-25 yrs)",0.833723653395785,"High (≥40%)",FALSE
"Jasmine Farmer","East Meghan",116646,565,5911,9,55,FALSE,"Poor","Entry (0-10 yrs)",0.0506746909452532,"Low (<20%)",FALSE
"William Conrad","Martinezburgh",143567,790,16126,35,90,TRUE,"Excellent","Senior (26+ yrs)",0.112323862726114,"Low (<20%)",FALSE
"Antonio George Jr.","South Ronaldshire",33379,322,28023,14,25,FALSE,"Poor","Mid (11-25 yrs)",0.839539830432308,"High (≥40%)",FALSE
"Scott Schmidt","West Luisburgh",47275,307,15538,18,30,FALSE,"Poor","Mid (11-25 yrs)",0.328672659968271,"Moderate (20-40%)",FALSE
"Anthony Smith","Rebeccafurt",31947,808,37990,40,65,TRUE,"Excellent","Senior (26+ yrs)",1.18915704134974,"High (≥40%)",FALSE
"Jay Buchanan","West Scottstad",76955,680,19680,27,70,TRUE,"Good","Senior (26+ yrs)",0.255733870443766,"Moderate (20-40%)",FALSE
"Theresa King","East Maryview",133544,772,29454,0,75,TRUE,"Excellent","Entry (0-10 yrs)",0.220556520697298,"Moderate (20-40%)",FALSE
"Justin Hammond","North Jaredchester",133341,535,7578,28,60,TRUE,"Poor","Senior (26+ yrs)",0.0568317321753999,"Low (<20%)",FALSE
"Phillip Davis","South Zachary",61186,313,34872,6,30,FALSE,"Poor","Entry (0-10 yrs)",0.56993429869578,"High (≥40%)",FALSE
"Meagan West","New Anthony",107182,410,23460,3,45,FALSE,"Poor","Entry (0-10 yrs)",0.218880035826911,"Moderate (20-40%)",FALSE
"Craig Williams","Garciaton",72437,773,47702,14,70,TRUE,"Excellent","Mid (11-25 yrs)",0.658530861300164,"High (≥40%)",TRUE
"Wayne Hess","Michaelhaven",32068,582,33245,19,40,FALSE,"Fair","Mid (11-25 yrs)",1.03670325558189,"High (≥40%)",FALSE
"James Wilson","North Andre",52838,745,12909,22,80,TRUE,"Excellent","Mid (11-25 yrs)",0.244312805178092,"Moderate (20-40%)",FALSE
"Kelsey Kelly","Warnerview",64782,808,2945,13,90,TRUE,"Excellent","Mid (11-25 yrs)",0.0454601586860548,"Low (<20%)",FALSE
"Aaron Gonzalez","New Richard",36868,750,17660,27,60,TRUE,"Excellent","Senior (26+ yrs)",0.479006184224802,"High (≥40%)",FALSE
"Jessica Hernandez","Brendahaven",46614,546,10058,30,35,FALSE,"Poor","Senior (26+ yrs)",0.215772085639507,"Moderate (20-40%)",FALSE
"Anthony Adams","Colemanport",127218,638,42080,37,65,TRUE,"Fair","Senior (26+ yrs)",0.330770802873807,"Moderate (20-40%)",TRUE
"Barry Wilson","Chapmanmouth",85176,427,17535,2,40,FALSE,"Poor","Entry (0-10 yrs)",0.205867850098619,"Moderate (20-40%)",FALSE
"Matthew Richards","Port Jenniferview",98955,303,21646,15,50,FALSE,"Poor","Mid (11-25 yrs)",0.218745894598555,"Moderate (20-40%)",FALSE
"Michelle Stewart","North Jonathan",44896,813,3483,37,80,TRUE,"Excellent","Senior (26+ yrs)",0.0775792943692088,"Low (<20%)",FALSE
"Ronald Underwood","Loganhaven",127735,804,42869,14,90,TRUE,"Excellent","Mid (11-25 yrs)",0.335608877754727,"Moderate (20-40%)",TRUE
"Christina Garza","Port Robertside",38330,599,7688,26,50,FALSE,"Fair","Senior (26+ yrs)",0.2005739629533,"Moderate (20-40%)",FALSE
"Tina Hernandez","Mitchellton",92422,796,32450,36,80,TRUE,"Excellent","Senior (26+ yrs)",0.351106879314449,"Moderate (20-40%)",FALSE
"David Thompson","Samuelborough",88756,827,44891,37,80,TRUE,"Excellent","Senior (26+ yrs)",0.505779890936951,"High (≥40%)",TRUE
"Lauren Barr","Romanland",131976,570,11822,27,60,TRUE,"Poor","Senior (26+ yrs)",0.0895768927683821,"Low (<20%)",FALSE
"Anthony Murray","North Christopher",77453,356,11378,1,35,FALSE,"Poor","Entry (0-10 yrs)",0.1469019921759,"Low (<20%)",FALSE
"Mary Green","East Mikeshire",97271,825,40024,32,80,TRUE,"Excellent","Senior (26+ yrs)",0.411468988701669,"High (≥40%)",TRUE
"Penny West","North Christopher",107812,755,2468,34,95,TRUE,"Excellent","Senior (26+ yrs)",0.0228917003673061,"Low (<20%)",FALSE
"Laurie Roberts","Port Loriland",44293,708,18041,19,50,FALSE,"Good","Mid (11-25 yrs)",0.407310410222834,"High (≥40%)",FALSE
"Caitlyn Martinez","Alejandrabury",89245,750,34216,23,80,TRUE,"Excellent","Mid (11-25 yrs)",0.383394027676621,"Moderate (20-40%)",FALSE
"Adam Thompson","West Amberchester",96039,785,21984,30,85,TRUE,"Excellent","Senior (26+ yrs)",0.228907006528598,"Moderate (20-40%)",FALSE
"Sandra White","South Anna",59038,606,40038,25,50,FALSE,"Fair","Mid (11-25 yrs)",0.678173379857041,"High (≥40%)",TRUE
"Matthew Miller","New Patricia",110623,576,11836,38,55,FALSE,"Poor","Senior (26+ yrs)",0.10699402475073,"Low (<20%)",FALSE
"Kristin Wagner","Barberfurt",35683,788,44554,40,60,TRUE,"Excellent","Senior (26+ yrs)",1.24860577866211,"High (≥40%)",TRUE
"Andrew Gomez","West Rebeccaland",125321,733,8372,22,85,TRUE,"Good","Mid (11-25 yrs)",0.0668044461822041,"Low (<20%)",FALSE
"Johnny Arnold","East Tony",132659,529,22843,24,55,FALSE,"Poor","Mid (11-25 yrs)",0.17219336795845,"Low (<20%)",FALSE
"Richard Stevens","Whiteton",149111,731,47006,40,75,TRUE,"Good","Senior (26+ yrs)",0.315241665604818,"Moderate (20-40%)",TRUE
"Leonard Reyes","Lake Joseph",143636,739,2679,17,85,TRUE,"Good","Mid (11-25 yrs)",0.0186513130412988,"Low (<20%)",FALSE
"Erik Brown","East Annville",116363,695,10328,10,85,TRUE,"Good","Entry (0-10 yrs)",0.0887567353883967,"Low (<20%)",FALSE
"Mrs. Olivia Petersen","Hillside",98347,428,1022,32,55,FALSE,"Poor","Senior (26+ yrs)",0.0103917760582428,"Low (<20%)",FALSE
"Toni Osborne","Amandaside",69535,813,15939,39,85,TRUE,"Excellent","Senior (26+ yrs)",0.229222693607536,"Moderate (20-40%)",FALSE
"Jeffrey Mercer","Mendozahaven",90036,755,40448,36,75,TRUE,"Excellent","Senior (26+ yrs)",0.449242525212137,"High (≥40%)",TRUE
"Alex Whitaker","West Charlesville",114323,554,24445,38,55,FALSE,"Poor","Senior (26+ yrs)",0.213823989923288,"Moderate (20-40%)",FALSE
"Carla Hoover","Lake Richard",34082,538,14981,30,25,FALSE,"Poor","Senior (26+ yrs)",0.439557537703186,"High (≥40%)",FALSE
"Stephanie Peterson","North Samantha",37972,628,37457,32,40,FALSE,"Fair","Senior (26+ yrs)",0.986437374907827,"High (≥40%)",FALSE
"Gary Greer","East Michaelview",92781,609,33479,9,55,FALSE,"Fair","Entry (0-10 yrs)",0.360838964874274,"Moderate (20-40%)",FALSE
"Luis Patterson","Port Jamesport",141057,580,2851,36,75,TRUE,"Fair","Senior (26+ yrs)",0.0202116874738581,"Low (<20%)",FALSE
"Ryan Harrison","Mosleyland",82640,828,9308,16,90,TRUE,"Excellent","Mid (11-25 yrs)",0.112633107454017,"Low (<20%)",FALSE
"Laura Payne","New Ambertown",85872,710,31259,35,70,TRUE,"Good","Senior (26+ yrs)",0.364018539221166,"Moderate (20-40%)",FALSE
"Devon Ramos","Blackville",119928,531,22394,39,55,FALSE,"Poor","Senior (26+ yrs)",0.186728703889,"Low (<20%)",FALSE
"Jay Alvarado","Lake Theresa",44150,705,46644,39,50,FALSE,"Good","Senior (26+ yrs)",1.0564892412231,"High (≥40%)",TRUE
"Emily Hunter","Haleyland",94260,635,23300,37,65,TRUE,"Fair","Senior (26+ yrs)",0.247188627201358,"Moderate (20-40%)",FALSE
"Erik Keller","North Christinaburgh",123375,359,46052,30,50,FALSE,"Poor","Senior (26+ yrs)",0.373268490374873,"Moderate (20-40%)",TRUE
"Danielle Mcfarland DVM","West Danielfort",149236,380,28687,3,45,FALSE,"Poor","Entry (0-10 yrs)",0.192225736417486,"Low (<20%)",FALSE
"Kyle Mullins","Clarkmouth",88138,554,27921,8,40,FALSE,"Poor","Entry (0-10 yrs)",0.316787310808051,"Moderate (20-40%)",FALSE
"Kerry Murphy","South Toddton",39632,325,39936,36,25,FALSE,"Poor","Senior (26+ yrs)",1.00767056923698,"High (≥40%)",FALSE
"Chad Moreno","Haroldport",147868,685,25578,17,80,TRUE,"Good","Mid (11-25 yrs)",0.172978602537398,"Low (<20%)",FALSE
"Natalie Hawkins","Reynoldschester",40589,351,22422,27,25,FALSE,"Poor","Senior (26+ yrs)",0.552415679124886,"High (≥40%)",FALSE
"Adrian Gibbs","Leroystad",72219,801,30038,21,75,TRUE,"Excellent","Mid (11-25 yrs)",0.415929326077625,"High (≥40%)",FALSE
"Alyssa Hayes","Kaylabury",109730,496,34188,38,50,FALSE,"Poor","Senior (26+ yrs)",0.311564749840518,"Moderate (20-40%)",FALSE
"Carlos Vincent","Jonathanfurt",49442,690,9572,40,60,TRUE,"Good","Senior (26+ yrs)",0.193600582500708,"Low (<20%)",FALSE
"Jason Haynes","North Randymouth",38609,655,16001,3,30,FALSE,"Fair","Entry (0-10 yrs)",0.414437048356601,"High (≥40%)",FALSE
"Timothy Coleman","North Gregory",46540,601,12864,28,45,FALSE,"Fair","Senior (26+ yrs)",0.27640739149119,"Moderate (20-40%)",FALSE
"Stanley Benson","Collinsberg",66046,623,41191,4,40,FALSE,"Fair","Entry (0-10 yrs)",0.623671380552948,"High (≥40%)",TRUE
"Brian Thompson","North Nathanhaven",111830,557,35957,33,50,FALSE,"Poor","Senior (26+ yrs)",0.321532683537512,"Moderate (20-40%)",FALSE
"Wendy Smith","North Thomashaven",112978,705,32535,31,75,TRUE,"Good","Senior (26+ yrs)",0.287976420188001,"Moderate (20-40%)",FALSE
"Bethany Baxter MD","Scotttown",106724,579,30236,8,45,FALSE,"Poor","Entry (0-10 yrs)",0.283310220756343,"Moderate (20-40%)",FALSE
"Jennifer Baker MD","Jonesville",101874,468,4504,13,60,TRUE,"Poor","Mid (11-25 yrs)",0.0442114769224729,"Low (<20%)",FALSE
"Crystal Wolf","Petersonchester",123343,654,46641,37,65,TRUE,"Fair","Senior (26+ yrs)",0.378140632220718,"Moderate (20-40%)",TRUE
"Sharon Patel","Spencerburgh",72622,677,18349,32,65,TRUE,"Good","Senior (26+ yrs)",0.25266448183746,"Moderate (20-40%)",FALSE
"Carl Powers","New Mark",79925,559,24725,17,45,FALSE,"Poor","Mid (11-25 yrs)",0.309352517985612,"Moderate (20-40%)",FALSE
"Michael Patterson","Deniseport",108301,778,23186,9,85,TRUE,"Excellent","Entry (0-10 yrs)",0.214088512571444,"Moderate (20-40%)",FALSE
"Sarah Jones","East Eric",99541,758,19708,34,85,TRUE,"Excellent","Senior (26+ yrs)",0.197988768447173,"Low (<20%)",FALSE
"Nancy Rowland","South Samuelfurt",68652,511,16918,18,45,FALSE,"Poor","Mid (11-25 yrs)",0.246431276583348,"Moderate (20-40%)",FALSE
"Meghan Jackson","North James",89469,688,45897,10,65,TRUE,"Good","Entry (0-10 yrs)",0.512993327297723,"High (≥40%)",TRUE
"Stephanie Gomez","Lake Amyland",96263,696,17183,2,65,TRUE,"Good","Entry (0-10 yrs)",0.178500566157298,"Low (<20%)",FALSE
"Miguel Lee","Lynchbury",109354,632,48132,34,60,TRUE,"Fair","Senior (26+ yrs)",0.440148508513635,"High (≥40%)",TRUE
"Brianna Hanson","West Melanie",86387,612,1774,2,60,TRUE,"Fair","Entry (0-10 yrs)",0.0205354972391679,"Low (<20%)",FALSE
"Sharon French","New Cesarfurt",42999,751,32075,32,60,TRUE,"Excellent","Senior (26+ yrs)",0.745947580176283,"High (≥40%)",FALSE
"Taylor Kirby","Vanessaview",133952,560,17671,23,55,FALSE,"Poor","Mid (11-25 yrs)",0.131920389393215,"Low (<20%)",FALSE
"Jeffrey Petersen","Port Amanda",121983,670,46117,4,65,TRUE,"Good","Entry (0-10 yrs)",0.378060877335366,"Moderate (20-40%)",TRUE
